username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
GiseppeGord,717,,2017-02-28,COUPLES,2017-02-18,4,Very Pleasant with Caveat,"Hotel Corque is a former Sheraton.  Rooms are tastefully decorated with a Danish motif.
There is no restaurant.  This represents a big challenge for guests.  The hotel is owned by the Chumash Casino and there is free shuttle service to the Casino.  It is only a few minute walk to restaurants and shopping in the village of Solvang.",,3.0,4.0,,,,4.0,,,,,224
doraniamato,296,"Scottsdale, Arizona",2017-02-28,FRIENDS,2017-02-14,5,Centrally located,This hotel is very nice with large rooms and great double sinks bathrooms. It is located within walking distance of the village and its many restaurants and wine tasting rooms. The staff could have been warmer but they were not rude,,,4.0,,5.0,5.0,,,,,,92
Leah J,35,"Los Angeles, California",2017-01-31,FAMILY,2017-02-09,3,Underwhelmed,"We've stayed in many of the hotels in and around Solvang.  Hotel Corque, typically priced higher than the other options in town, was on my list of places I wanted to stay.  We lucked out and got a great deal for a one night stay last month.  Maybe it was because of deal but our room was awful.  It looked out onto the back parking lot, was incredibly dark, run down and drab.  We were willing to overlook that because it was time to drink wine!  Their sign out front advertised a special happy hour.  When we asked the concierge about it he informed us that the bar was closed for a private event for the entire afternoon and evening.  Umm hello, take down your sign!  We opted for their restaurant.  The food was good! We got the burger and it was great.  The next morning we tried to locate hot water for our daughter's bottle and the staff was rude and told us to go to a nearby coffee shop!  All in all I was very unimpressed and found the service rude and incompetent.",,,2.0,3.0,4.0,,,,,,,34
ShaggyMEB,34,"La Grange, North Carolina",2016-10-31,COUPLES,2017-02-07,5,"Great, Quaint Hotel In A Quaint Danish Village","During our recent drive down California Highway 1, we stopped off in Solvang to spend the night, and chose Hotel Corque for our accommodations.  Solvang is a small village, and Hotel Corque is located right near the heart of the action, with easy walking distance to anything you'd want to do in town.

The lobby space is warm and inviting, a rustic space with exposed beams and a second floor that overlooks the first floor lobby.  Plenty of comfy sitting space to chill out here.  There's also free coffee and citrus water 24/7, a nice touch.  Check-in was a breeze.

We spent the night in a double queen room and admittedly weren't here for long before departing for the rest of our journey, but the room was well appointed and spacious with comfortable beds.  The bathroom was also very spacious, with a large shower and oversize vanity area.  Very comfortable.

We didn't utilize any of the hotel dining options, instead opting to take a walk into town the following morning and lunch at one of the local Danish bakeries.  It's an easy walk into town and the village is really beautiful, so worth your time.

All in all, we would definitely return to this property on our next trip to the area.",,,5.0,5.0,,,5.0,,,,,15
Philip B,159,"Bordon, United Kingdom",2017-01-31,BUSINESS,2017-01-30,3,Large rooms looking slightly tired but really let down by rude service,"The hotel is a large which is looking a little tired. Restaurant is located across a courtyard which when raining is slightly annoying. Breakfast was very average. However, what really let down the hotel was the attitude of the check out person, I asked if my address could be put on my invoice rather than the booking agent so I could add it to my expenses. The response was no, not even I will try and see. Just No, I eventually persuaded him to do it but it still had United States as the country and I come from Portugal. I asked for this to be changed and he again just said NO the software wouldn't let him and tried to use the excuse I was in the US - he didn't even look and see if he could do it. Will definitely not recommend this hotel.",,,1.0,,,3.0,4.0,,,,,22
Trang L,19,"Santa Clara, California",2017-01-31,FRIENDS,2017-01-24,5,A lovely place to stay,"Property is very cozy, well kept and staff are amazing. A beautiful fireplace keeps the lobby warm and so inviting.  Location is very central for restaurants, shops or just for walks around town.  Shuttle to casino is always on time and easy access.",,,4.0,,4.0,4.0,,,,,,5
The Travelers Exchange,159,"Pasadena, California",2017-01-31,COUPLES,2017-01-21,5,Nice location and great decor,We met up with family members for wine tasting at Los Olivos but also wanted to stay somewhere different to explore. Hotel Corque is just that... the difference in how you experience Solvang. The detail in their furniture accents in the lobby area and room decor are really nice! Definitely worth the price. Our room (336) had a furnished balcony overlooking part of the parking lot but also the mountains. The separate double sinks in the restroom and walk in shower are a very nice touch. Bed was extra comfy and perfect place to rest after a long day wine tasting or walking to nearby downtown Solvang. ,,,,,,,,,,,,27
Passionate-Owners,345,"Brighton, United Kingdom",2017-01-31,SOLO,2017-01-21,5,"Excellent Hotel, Great Staff","I drove into this beautiful town and got very lucky in choosing this Hotel. Walking distance from this delightfully quaint Danish settlement, this hotel is simply great. Superb value, wonderful staff and great rooms. I arrived just as the kitchen was closing so they called to have it open a little longer, the restaurant was well though out with delicious local food and ales. Highly recommend.",,,,,,,,,,,,130
Onthegovalleymom,54,,2017-01-31,COUPLES,2017-01-17,4,Nice Place to Stay on the Edge of Town,"My husband and I enjoyed our stay here even though it wasn't what we expected.  We expected a hotel that was a bit farther from town and closer to the countryside.  That being said, we actually ended up liking the fact that everything in town was within walking distance.  The farthest we walked was about 1/2 mile to Paula's Pancake House.  We also like the fact that there is a 24 hour shuttle to and from the casino. The building itself does not have the feel of a four star hotel, but it does look very nice on the inside.   It appears as though a motel was renovated into a hotel.  I don't think there is anything that could have been done to avoid this.  Also, the walls are a bit thin and we could hear the staff in the morning, especially since our room was located next to a service room.  However, I should also mention that the staff is  helpful, friendly, and courteous. Free beverages (coffee, water, and tea) are provided on the second floor lobby free of charge.  The room was also nicely furnished and the bed was very comfy! My husband and I would stay here again, but only with a discount. I wouldn't stay if I have to pay full price.",Pool View Rooms have a nice view from the second floor.  Room by staff rooms a bit noisy in the morning.,,4.0,5.0,,4.0,,,,,,15
nluscombe,39,"Conroe, Texas",2017-01-31,COUPLES,2017-01-10,5,Wow!,"Love Solvang & the Hotel Corque!  It is located right in the midst of the town center of Solvang.  Beautiful lobby & rooms!  You can walk to bakeries, wine tasting rooms, restaurants and we even walked 2 blocks to the Lutheran church right off downtown.  No breakfast but we stopped at the restaurant next door for late night ice cream.",,4.0,5.0,,,,5.0,,,,,13
Jess L,101,"Los Angeles, California",2017-01-31,NONE,2017-01-08,5,Great Location!,We loved Hotel Corque!  Very cute hotel with spacious rooms.  The location couldn't get any better... located right in the heart of Solvang.  Walking distance to everything!  The rooms also have private balconies.. we loved sitting outside in the sun overlooking the mountains while having our morning coffee!,,,,,,,,,,,,19
traci B,1,,2017-01-31,NONE,2017-01-05,1,Dirty Room,Our room was comparable to a Howard Johnson or holiday inn.  The room was dusty and smelled.  We moved to another room that smelled a little better but more dusty.  I don't think we would ever stay at this hotel again.  We left a day early and they refused to refund us for the 2nd nite.,,,,,,,,,,,,3
Arporn H,71,,2016-12-31,COUPLES,2017-01-04,2,Disappointed,"Cons: 
We booked Pool View room, but our room is the last one in the building which we cannot see the pool unless we walk out to the terrace and turn right. Our room also doesn't have the poolside chairs like other rooms. It is not fair how we paid the same price with other guests, but we got the bad room. So we talked to the hotel manager, and he said he couldn't do anything for us and he also said that it is weird that he received complaints because, during the past three years, the hotel received none... Since it's during a high season, we paid $211 for the room, we expect so much more.

Pros: Both the bathroom and the bedroom are big. Also, the hotel is in a really good location right in the middle of the town.",,,2.0,,5.0,,4.0,,,,,27
Eva W,42,"San Francisco, California",2016-02-29,COUPLES,2017-01-03,4,Decent Hotel,"We stayed here for a night and it was a great location. The hotel was pretty new and got very clean bathrooms. Very modern and we got a room with great views. Good value for sure. Staff didn't smile much and not much interactions with the guests, but they got the job done.",,4.0,3.0,,,5.0,,,,,,48
GeriJoe,55,"Los Angeles, California",2016-12-31,FRIENDS,2017-01-01,5,Love the Corque,"Went to Solvang for a wedding and stayed at the Hotel Corque. We had the wine country suite and I will say this was one of the best rooms we have stayed at for a Long time. The bed was perfect!! I have a back problem and I was a bit worried of staying 2 nights but this was so comfortable and I had no problems what so ever. 
There is no restaurant in the Hotel but they do have room service. Everyone we had contact at the hotel was very professional and as pleasant as could be. Our room was comfortable and the location is close to almost everything in Solvang..
Yes, we would stay again at the Corque gladly and we would highly recommend this Hotel to all our friends.",We stayed on the top floor which we recommend - very quite. Just a note - there is a bottle of water in the room but it will cost you $5.,5.0,5.0,,,5.0,,,,,,16
GreenEyedLyn,17,,2016-04-30,COUPLES,2016-12-30,5,"Modern, spacious, comfortable rooms, good location and fun bar next door..","This is our favorite place to stay in Solvang. Great location and upscale, comfortable rooms. Weekday prices are a good value, weekends can be expensive. The restaurant. Is pricey, and food is so-so, but we like the bar options. Reception is welcoming. This is part of the Chumash casino complex, and shuttle to the casino is available, but we prefer to explore local wineries.",,4.0,4.0,5.0,,,,,,,,7
williamrN3198SP,3,,2016-12-31,FAMILY,2016-12-30,4,Colonel William Rohland,"Hotel Corque is located right downtown Solvang.
Our 3rd floor room faced the heated pool and hot tub AND the spectacular rolling hills/mountains to the East.
Service was excellent.
Room very comfortable.
Shower very nice, with the many variable and adjustable spray patterns.

The lady at check in, SCHRENA , was so very friendly, courteous, professional, and knowledgeable of the community.

We will certainly want to stay at The Corque next visit, and, hopefully, see Schrena's smiling persona again.

Bill Rohland",,,,,,,,,,,,1
homa k,41,"Del Mar, California",2016-12-31,FAMILY,2016-12-30,5,"""Christmassiest"" Place on Earth","Solvang is a small town that was home to early Danish settlers.  The town has the look and feel of a small village in Denmark.  And during Christmas season with all the lights and decorations,  the town feels like it was taken out of a fairy tale. This hotel is within 2 minutes walking of all the stores. The hotel looks like a european chateau, is modern, charming, and clean. We had a quiet room in the back facing an open green field. wifi and parking are free and there are complimentary tea and coffee on the second floor where they stock a good variety of tea (self-serve).  The lobby has a nice big wood burning fireplace and there are people at the front ""desk"" 24 hours a day.
There is an ostrich farm within a mile of the hotel where u can hand feed them.",The rooms in the back overlook a green pasture and are very quiet,5.0,5.0,,,5.0,,,,,,15
MidwestFred,84,"Wheaton, Illinois",2016-12-31,COUPLES,2016-12-28,5,Excellent location and hotel!,"We had a thoroughly enjoyable experience. The hotel staff was very friendly and helpful, and provided many tips on dining and wineries in the area.

Our king room was very nice. It was well appointed, very clean, and very comfortable. The hotel overall was excellent, with 24 hour tea and coffee available. The gingerbread house in the lobby, along with the gingerbread snaps, was a particular treat for the Christmas  season.  Unfortunately the weather was too cool to enjoy the large outdoor swimming pool in the courtyard. 
We especially enjoyed the location because we could walk to many of the stores and restaurants nearby. Solvang is a charming town and especially enjoyed the Christmas decor and lights throughout.
We were glad to stay here, and would definitely recommend the Hotel Corque; and will return when we vacation here again to enjoy the many local wineries.",,,,,,,,,,,,29
heidi f,8,"Sand City, California",2016-12-31,NONE,2016-12-25,5,Great stay!, The hotel is Very convient to downtown. You can walk to all the shops and restraints. The hotel staff was friendly. The room was spacious and the beds are comfortable. We had a little fridge in our room. I would recommend this hotel. ,,,,,,,,,,,,1
Melissa S,372,"Phoenixville, Pennsylvania",2016-12-31,COUPLES,2016-12-21,5,Christmas in Solvang ,"This hotel was a great choice! The location is perfect - steps away from all the Scandinavian action. I love Solvang, and am glad I got to see it decorated for Christmas. Speaking of Christmas decorations, the lobby was tastefully decorated and very welcoming with a warm fire. The rooms are spacious and clean along with big modern bathrooms. There is also ample parking that is included in your stay. When we come back to Solvang this is going to be our go to hotel. ",,,,,,,,,,,,41
Ron C,60,"Santa Clarita, California",2016-12-31,COUPLES,2016-12-21,5,Great for a short get away,"Took my wife here for a short get away for her birthday.  We are members of a few local wineries and have stayed in many of the local hotels, and this one is great.  We booked one of the suites, very spacious, separate well furnished room with couch and chairs, both comfortable.  The bed was very fantastic and the bedroom has extra space and comfortable sitting chair and desk.

The restaurant was good, Sunday brunch is fantastic.  I really don't have any negatives for this establishment.  Would recommend to anyone and would return in a heartbeat.",Suites on the 3rd floor have great views.,5.0,5.0,5.0,,,,,,,,32
Eileen C,5,"Dallas, Texas",2016-12-31,COUPLES,2016-12-18,5,This is an awesome hotel,"I'm so glad we stayed here. It was our first together and this hotel was perfect!!!!

Location was perfect!! Short walk to restaurants and shops. 

The staff was friendly and the lobby was so warm and welcoming

We will definitely be back here!!",,,,,,,,,,,,0
Nahilk67,10,"Mission Viejo, California",2016-12-31,NONE,2016-12-13,5,Beautiful charming hotel ,Excellent location ! Beautiful spacious rooms and bathrooms. Very clean . Beds were very comfortable. Staff were extremely friendly and helpful . Absolutely loved it . If come back to Solvang this will be my first choice!,,,,,,,,,,,,5
jtatsukaw1,2,"Los Gatos, California",2016-12-31,COUPLES,2016-12-08,5,Very clean and has great amenities from Soft Touch Group products,"We were recently at the Corque Hotel in Solvang.  We fell in love with the Shampoo, Hair Conditioner, Bath Gel and Body Lotion that they had available from Soft Touch Group.  They are excellent products.  Our hair has not felt so clean, soft and radiant after using the shampoo and conditioner.  The Bath Gel and Body Lotion also left our skin clean and soft all day long.  We definitely felt like we had been at a Spa and given a royal treatment.","Rooms with balcony provides large window and sliding door, providing great views of the valley.",,5.0,,,5.0,5.0,,,,,1
daniel d,90,"Anaheim, California",2016-12-31,COUPLES,2016-12-07,4,"Nice, cozy, convenient to walk Solvang","Stayed one night and staff was friendly and helpful on things to do and where to eat.  They have a restaurant on site but we were there on a Monday and it is closed Monday's.  Room very nice, clean and quiet.  Nice beds and comforts.  Free coffee on second floor 24 hrs. Free newspaper.  We arrived early and they checked us in immediately this most likely because December is probably a slower time of year.  The town itself is interesting.  There is also a shuttle at the hotel for the casino and to shuttle you around town if you desire.  I'd go back",,4.0,4.0,,5.0,,,,,,,37
Speed454,265,"Lancaster, California",2016-12-31,COUPLES,2016-12-04,3,A pleasant visit to Solvang,"We've stayed at this hotel well over 15 years ago when it was under different ownership. I understand the hotel is now owned by the Chumash Casino.  

We booked only several days prior to our arrival on Tripadvisor/Booking.com and at that time there were only six rooms left. I booked ""The Mission Room"" or so I believed it to be an upgraded room.

A plus upon arrival is being greeted by the valets who also act as doormen. The room was a king bed with a balcony, but nothing extraordinary. It was also a disability/special needs room. I hope that someone wasn't inconvenienced by this room being taken.

Other than a torn, well worn and very dirty bolstered chair and coffee cups with some type of residue in the bottom the room was nice. The bed, pillows and bedding were clean and reasonably comfortable. While the write up for the room boasted of a grand view of the Santa Ynez valley it was indeed grand however, once you looked past the parking lot.  

My other complaint would be the lack of an onsite gym. They did however offer a discount one-day pass to a local gym. It seems to me charging $236 a night they could afford to set aside a room with a few treadmills, elliptical and some stationary bikes. 

All in all, it was average hotel. I say this primary due to there is nothing special or unique to make it stand out. Solvang is still a neat little town to visit though.",,,,,,,,,,,,22
Ryan B,6,"Orange County, California",2016-11-30,FAMILY,2016-11-24,1,"Customer service is dead here, stay clear of this overrated hotel","Donna the approx 50 yo Latino at the front desk was the rudest person I've ever dealt with at a hotel. For the record I've probably stayed at over 50 different hotels so far in my lifetime. This is my first tripadvisor review purely in response to the service my family and I received from Donna and I'd hate someone else to go through it. 
I personally witnessed her being rude to 2 other separate groups of people in front of me and then true to her form, she was unprofessional, not understanding and showed no interest in making the stay more comfortable for my family either. 
""Room with a view"" of literally a car park, was clean but was CRAZY LOUD!  People were running outside the rooms at 1am, floors were shaking and thumping so you could hear everything outside and above you. 
The whole exhaustive dealings with Donna made me want to cancel our remaining stay here, especially when she basically said it was my fault that our baby couldn't get sleep and we should of brought my whole family including our 9 month old baby to the front desk at 1.30am? Her tone and attitude was appalling. Donna also told me no one was staying above us but on night # 2 the same poor nights sleep again took place due to noise directly above us. 
Congratulations Donna, you single handily ensured we will never ever return to this Hotel again. 
Also, over the three nights we stayed, NOT ONE STAFF MEMBER GREETED, HELPED US OR EVEN ACKNOWLEDGED US AS WE CAME IN AND OUT OF THE HOTEL APPROX 15 TIMES! NEVER AGAIN FOR US!!",,,,,,,,,,,,8
Cheryl B,57,,2016-11-30,COUPLES,2016-11-15,4,Nice Place!,My husband and I spent the weekend here for our 30th wedding anniversary. It was lovely! Close enough to walk to everything but quiet hotel. The staff was super helpful with recommendations to where to shop and eat. The room was clean and roomy and the bed was very comfortable. It's a bit pricey but we got a deal through tripadvisor and booking.com. We had a wonderful weekend!,,4.0,5.0,,,5.0,,,,,,14
Linda D,39,"Billerica, Massachusetts",2016-11-30,SOLO,2016-11-13,4,"Nice, but not rave worthy ","The hotel is clean, quiet and beds are comfortable but some of the reviews I think rate higher than the hotel deserves, especially considering rates can be high at times. It's a very popular town, especially on weekends. Be careful if calling to reserve- I was routed to a central number and didn't realize they had another property (at the casino). The reservation clerk didn't say, either, so when I showed up I it turned out my reservation was at the other hotel! Thankfully, they were not full and the hostess honored the reservation and at the ""lower"" rate (though she acted as if doing me a great favor). The location is good at the edge of the shopping area and the pool looked nice but I didn't use. Nice toiletries but the shower had some mildew showing at edges. In conclusion, I think the hotel may be one of the nicer ones in Solvang but I wouldn't overpay despite its 4 diamond rating. If I were booking on that basis, I'd be disappointed. ",,,,,,,,,,,,46
doxiedl,1,"Chula Vista, California",2016-10-31,FRIENDS,2016-11-10,4,Trip to Solvang,The room was very comfortable and clean. In a great location. Close to all. Had a very nice pool. Happy hour was great. The hotel was very pretty and just a few steps from the bakery which sold delicious Danish for  breakfast. Lots of shops in the vicinity and very affordable.,,,4.0,4.0,,4.0,,,,,,1
Cynthia R,115,"Rio de Janeiro, RJ",2016-10-31,COUPLES,2016-11-10,5,Pleasant hotel in a charming little city,Solvang is perfect to explore the wineries of St. Ynez Valley. Hotel Corque is beautiful and has a friendly staff. Big room with a comfortable bed. Nice bathroom and amenities. Great value! Only one little complaint: internet could be faster.,,,5.0,5.0,,,5.0,,,,,84
Bass63,155,"Helsingborg, Sweden",2016-11-30,FAMILY,2016-11-10,4,Very nice hotel but it's a pitty they don't include breakfast in the rate,"Le Corque is a very nice hotel and their pool/spa area is also very nice. The only thing that I can complain about, is that they don't serve any breakfast at the hotel. You can however order room service, but it's, in my mind, too expensive, so we chose to have breakfast at Paula's Pancake house instead, which was nice, if you like a large amount of pancakes.....",,,4.0,,4.0,4.0,,,,,,132
Rina V,18,"Los Angeles, California",2016-10-31,COUPLES,2016-10-31,4,Restful getaway,"The hotel is clean and the service is wonderful. The girl at the front desk during our check-in was a little short, but overall the service was wonderful. 

My partner and I needed a getaway out of LA. This hotel provided a lovely, romantic, central spot. In comparison with other hotels in Solvang (I have stayed in a few), this hotel is hands down the cleanest and friendliest.",,4.0,4.0,,,,5.0,,,,,35
John C,33,"Newhall, California",2016-10-31,FAMILY,2016-10-28,4,Carmel trip.,The hotel was excellent. Location perfect as it is a short walk to the village of Solvang. Rooms very comfortable with a bath and shower as good as it gets. Lobby and service was top shelf. Village of Solvang is a fun walk with a lot of great shops.,,,,,,,,,,,,7
Tamara R,29,"Cusco, Peru",2016-10-31,COUPLES,2016-10-26,4,Nice stay with great beds!,"The hotel is nice.  Not great, just nice. Pool and jacuzzi are situated nicely on the property.  Staff seems gracious.  Beds are pheonominal and I am a real bed snob.  Excellent mattress, sheets and pillows (although the pillows were a bit too big for me but we brought our own).  Unfortunately they only offer coffee and tea.  There are no other little bites offered and no latte's!  With all the bakeries in town I can't believe they haven't made a deal with one of them to do mini muffins or something. Town is not too far for breakfast and latte but a hassle to dress and go when you just a little something and hang out in your room a bit before starting the day.",Overlooking the pool but not overlooking the parking lot.,,4.0,,,4.0,5.0,,,,,17
Kerry Q,86,"Dana Point, California",2016-04-30,FAMILY,2016-10-24,5,Wine Country Getaway,"Hotel Corque is a perfect place to stay when enjoying the nearby wineries. You can stay in Solvang and enjoy all that the quaint Danish offers and still be close to the Santa Ynez and Los Olivos wineries. Hotel Corque is beautifully decorated, clean and has a lot of nice amenities.",,,,,,,,,,,,55
Laurie S,4,"Los Angeles, California",2016-10-31,COUPLES,2016-10-21,4,Restful quiet hotel,"My husband and I stayed for 4 nights in October 2016.  The hotel is located in a great spot at the ""end"" of town somewhat near the Mission.  Easy walking distance to all the sites, shopping, bakeries and restaurants in downtown Solvang.  The hotel rooms are well kept, clean and restful/inviting.  Our experience with nearly all staff at the hotel was very positive.  The person who checked us in however was an exception to that.  She was brief, in a hurry and somewhat rude to us, she didn't tell us about the wifi connections/password or other ""checkin"" info. I later came to ask for an extra bar of soap and shampoo and told her our room number and she didn't make an effort to write down our room number or say that she'd get this for us she just nodded and grunted.  (She was seated in the lobby at the desk, with no other hotel guests in sight but she was busy talking and texting on her cellphone).   After the day passed without receiving the soap etc I went downstairs and again requested it from another staff member who was very kind and helpful and we had the soap in about 10 minutes.  All in all we enjoyed our stay at the hotel with the exception of this one particular rude front desk staff member -- all the rest of the hotel employees were friendly, kind and helpful.  It was unfortunate that the one employee made it unpleasant.  

All of the pillows on the beds were very heavy and huge -- and so puffy that we tended to take them off the bed - as we prefer flatter pillows but it was workable.  We were a bit amazed that a continental breakfast was not offered as this is a ""DANISH"" town with a bakery on every block - most other hotels in the town offers at least a ""Danish"" sweet roll and coffee.  There was coffee/tea stations throughout the hotel all day and night but not a ""Danish"" roll in sight.  There were menus for the restaurant next door but it was only open for ""brunch"", so if you are an ""early breakfast"" person you needed to leave the hotel even just to get a ""Danish"" pastry.",,,4.0,3.0,,,4.0,,,,,2
Thomas F,56,"San Antonio, Texas",2016-10-31,NONE,2016-10-21,5,Superb hotel in Solvang!,"My wife and I stayed at the Hotel Corque on October 16th for one night and it was one of the most enjoyable hotel stays we have ever had.  Beautiful surroundings, great location, exceptional staff, reasonable rates, extremely comfortable bed, and a spotlessly clean room and facilities.  I HIGHLY endorse this hotel as the standard for excellence.  We will be back!!!",,,,,,,,,,,,62
lubigolf,101,"Carlsbad, California",2016-10-31,COUPLES,2016-10-19,5,Great stay!,"We took our friends to Los Olivos for wine tasting and booked the hotel for two nights.I booked with Booking.com. I somehow booked the wrong dates. When we got to the hotel, David informed me of my mistake. He told me no problem and got us two rooms. He told me I would have to cancel with Booking.com, to avoid being charged again. This was no easy task! After several calls to them I could not get anything accomplished. 
We went back to David for assistance. He called and got thru and after many calls was able to cancel with them. 
David was great! This is the type of employee you want working for you!! We will be back to Hotel  Corke again, and I look forward to seeing David again.",,,5.0,5.0,,,5.0,,,,,17
LaBatterie,43,"Mandaluyong, Philippines",2016-10-31,FAMILY,2016-10-18,4,"Superb Location, Great Hotel, Just OK service","Solvang is a small, quaint, pretty little town that holds a lot of Danish influence. It can be seen in its buildings, cuisine and even in souvenir items sold in the shops. You would not think you were in America if you find yourself walking the streets of Solvang. 

Hotel Corque is ideally located. It is a short walk to the shops, restaurants and cafes. There is really not much to do in Solvang other than shop, wine taste and eat. 

The Hotel's check-in time is at 4 PM and we got in a bit early. They did not have a room available earlier so we were made to wait until 4. They did take our luggage and store them in their storage room while we went around town until 4 PM. The lady who assisted us seemed annoyed at the number of suitcases we had to store. We did get a room on the first floor as previously requested.

We were finally able to check-in at 4 PM. The room was spacious and well appointed. Big flat screen TV, 2 queen beds, desk and a very nice huge bathroom with strong water pressure from the showers. WIFI was intermittent  in the room but strong in the lobby and restaurant.

The hotel has a fine dining restaurant beside it. We had dinner there. The restaurant is quite pricey but it serves decent food with a really nice ambiance.

The hotel also offers free shuttle services to a casino 4 miles away. This could be a big come on for guests at this hotel because Solvang is asleep by 9 PM and there isn't really anything much to do after that.

Overall, we had a comfortable stay and would stay again given the chance.",,5.0,4.0,,,,5.0,,,,,71
ninatulia,5,,2016-08-31,FAMILY,2016-10-17,5,What a great hotel!,We stopped at hotel corque as part of our road trip from San Francisco to San Diego . I wanted to be in Solvang at least for one night. The hotel was extremely clean and well staffed- rooms were large and comfortable. I'm somewhat of a pain in the butt when it comes to getting a room - as I need it to be just right. They let me check out the rooms and I got to choose the one I wanted! Courteous and attentive - their staff is friendly and well trained! The restaurant next door had an amazing happy hour - with delicious wines at 5 dollars a glass and their appetizers where delicious! The hotel is well situated - walking distance to great tasting rooms. Next time I'm in Solvang I will stay there again. Felt like a queen! :) ,,,,,,,,,,,,3
Ashley M,11,"Los Angeles, California",2016-10-31,COUPLES,2016-10-13,5,Affordable romantic getaway for a night,"Stayed one night, 10/9/16, for a quick, romantic out-of-town getaway at a time when prices weren't ridiculous. Check-in was friendly and professional. The lobby, while small, is very smart looking, very stylish. We happened to have the room seemingly furthest from the elevators, but no big deal. The bed looked especially enormous given the small size of the room, but I liked the decor very much. Bed and pillows were comfortable, bathroom was clean and very nice, and the stay was quiet and relaxing. 

My only complaints are that there was a spot where the faux leather (?) on my side of the headboard--it looks nicer than my description makes it sound!--was subbed off, as if people frequently rest their heads against it while watching TV, and I couldn't get the drain stopper in the bathtub to work. That was a real bummer. :(",,,5.0,,5.0,,5.0,,,,,2
TeamRoadKill,257,"Lower Gwynedd, Pennsylvania",2016-09-30,FRIENDS,2016-10-07,5,The best place to stay in Solvang!,"We had the pleasure of staying at the Corque for a single night midway through a 400 mile bike tour.  The hotel is spacious, beautifully appointed and staffed by a responsive group of people.  The rooms were very comfortable.  It also provides a little break from the constant - WE'RE DANISH! assault of Solvang.  I get it.",,5.0,5.0,,,,5.0,,,,,76
Emily G,138,"Spring Valley, California",2016-10-31,COUPLES,2016-10-04,5,"Great service,  great location,  great property ",This was a great choice for us in Solvang. The location couldn't have been better  and the service was friendly and accommodating.  There's a reason they're number one on trip advisor.  The bathroom was very clean and nicely appointed. The room had large windows that open to the front of the property.  Bed was nice and comfortable. ,,,,,,,,,,,,79
Deb H,8,"Agoura Hills, California",2016-09-30,COUPLES,2016-10-01,5,Best hotel for the price!,"We have stayed here since before it was the Hotel Corque and it has always been a great hotel. This last visit in September was no exception. The staff are very friendly and accommodating. The room was quiet, clean and nicely decorated. The bed & pillows were comfortable. Nice shower and two sinks in the bathroom. The location is ideal for walking around Solvang. The adjacent restaurant had a good Happy Hour menu. We checked two other hotels this time to see if we wanted to try a different hotel and they weren't worth the difference in price.",,,5.0,,5.0,5.0,,,,,,2
Cheryl L,5,,2016-09-30,COUPLES,2016-09-29,5,"Spacious, welcoming, pleasant decor","Quiet location, everything is close in Solvang. Staff were very friendly and helpful. The decor is very pleasant in an understated way, the rooms are large and very comfortable. We were first given a room with only a shower ( a very large, beautiful shower) and I am a bath person, so I requested a change. They were very helpful in changing my room to one with a lovely bathtub as well as a very nice shower.",,5.0,5.0,,,5.0,,,,,,5
tmagnum000,2,"Half Moon Bay, California",2016-09-30,FAMILY,2016-09-22,5,Exactly What I Was Looking for,"What a nice hotel!  It's new and modern while keeping the charm and architecture of the surrounding Danish style buildings.  Our room was spacious and very clean.  

It's perfectly located in downtown Solvang.  You walk right out the front door and you're in the middle of the shops and downtown.

We ordered room service and the food was good.  We even spend some time swimming in the pool.

I'll make this my ""go to"" hotel the next time I'm in Solvang.",,,,,,,,,,,,1
bigedr,66,"La Palma, California",2016-09-30,COUPLES,2016-09-22,5,Hotel Corque - a step up from the rest,"Hotel Corque is a 4 star hotel in great location – right on the edge of the village square (so you get less traffic but within walking distance to all the shops).

If you’re looking for a quality stay, you will be pleased. Here are some highlights:

•	The entrance is warm and welcoming with lounging chairs.
•	Attentive staff (friendly reception and greet you immediately upon entrance).
•	Plentiful parking.
•	Freebees: Wi-Fi, pool access, tea/coffee.
•	Nice restaurant next door (Root 246) with a bar and happy hour! (Dinners average around $30 a plate but you can share and get an appetizer).
•	Comfortable room and bed (good night sleep). Didn’t mind relaxing in there while my wife got ready. 

A couple places you can drive out to: the vineyards in Los Olivos (Firestone!), the tasting rooms in Los Olivos (Toretti!) and Chumash casino.  

To be honest, I cannot complain about anything. We only stayed one night and the day flew. I recommend staying two nights so you can enjoy the town and experience wine tasting in the vineyards at a slower pace. 

P.S. - For breakfast, Paula’s Pancake House is a must for their Danish Pancakes! Enjoy!",,,5.0,,5.0,,5.0,,,,,37
Jerry D,5,,2016-09-30,COUPLES,2016-09-21,4,Clean & comfortable ,"Clean comfortable rooms, enjoyed the pool & spa with friends and wine. One of the better hotels in town.  First I found with room service and a pool. Only reason I did not give 5 stars is the bed could be better. Mine had what felt like a small hole I was sleeping in. Lounge & restaurant are very nice. ",,,,,,,,,,,,0
