Title,Rank,Rating,Reviews,Amenities,RoomFeatures,RoomTypes,Class,Style,Description,Website,Offers,Covid,Location,Cleanliness,Value,Service,Walkscore,Restaurants,Attractions,ImageCount,Price
St. Bernard Lodge,"#2,166",4.5,113,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Hiking', 'Darts', 'Non-smoking hotel', 'Outdoor furniture', 'Bar / lounge', 'Restaurant', 'Patio', 'Picnic area', 'Shared bathroom']",,,3.0,,"The St. Bernard Lodge is located close to both Lassen Volcanic National Park and Lake Almanor. It is full of history and turn of the century decor. All rooms are country casual with knotty pine interior. The lodge is a great place for individuals, families and small groups to enjoy the outdoors and relax.",0,0,0,4.5,4.5,4.5,4.5,,,,47,
North Canyon Inn Bed & Breakfast,"#2,167",5.0,35,"['Free parking', 'Free breakfast', 'Snack bar', 'Children Activities (Kid / Family Friendly)', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Private check-in / check-out', 'Special diet menus', 'Outdoor furniture', 'Shared lounge / TV area']","['Air conditioning', 'Safe', 'Wake-up service / alarm clock', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites']",3.5,['Quaint'],"North Canyon Inn is a bed & breakfast located in the heart of the Apple Hill Ranches of Camino, California. Each room has an en suite modern bath. We offer a full gourmet breakfast each morning and wine, beer and spirits are complimentary in the evening along with a sweet treat! We have a 24 hour refreshment bar available to guests.",0,0,0,5.0,5.0,5.0,5.0,,,,21,
ITH Beach Bungalow Surf Hostel,"#2,168",4.0,315,"['Paid public parking on-site', 'Free High Speed Internet (WiFi)', 'Yoga classes', 'Free breakfast', 'Beach', 'Bicycle rental', 'Adults only', '24-hour security', 'Street parking', 'Wifi', 'Complimentary instant cofffee', 'Complimentary tea', 'Vending machine', 'Patio', 'BBQ facilities', 'Baggage storage', 'Outdoor fireplace', 'Outdoor furniture', 'Shared bathroom', 'Shared kitchen', 'Shared lounge / TV area', 'Sun deck', 'Sun loungers / beach chairs', 'Sun terrace', 'Sun umbrellas', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Self-serve laundry', 'Washing machine']","['Housekeeping', 'Coffee / tea maker', 'Kitchenette', 'Microwave', 'Oven', 'Refrigerator', 'Stovetop', 'Cable / satellite TV']",['Non-smoking rooms'],,,"LOCATED RIGHT ON THE BOARDWALK OVERLOOKING THE OCEAN IN PACIFIC BEACH, THE ATMOSPHERE DOESN’T GET ANY BETTER! THE ITH BEACH BUNGALOW SURF HOSTEL OFFERS COZY BEDS, BEACHFRONT FACILITIES AND FRIENDLY HOSTS WHO HAVE A PASSION FOR SHOWCASING THE LOCAL CULTURE. BRING YOUR BEACH CLOTHES AND FLIP FLOPS AND PREPARE TO KICK BACK AT OUR SURF HOSTEL. THE BEACH BUNGALOW HAS BEEN A LEGENDARY HOSTEL IN PACIFIC BEACH SINCE THE 1980’S HOSTING COUNTLESS TRAVELERS AND MAKING MEMORIES. AT ITH, WE ARE PROUD TO KEEP THE VIBES RIGHT AND ENERGY HIGH FOR ALL TYPES OF TRAVELERS REGARDLESS OF YOUR ITINERARY TO CREATE A SOCIAL, FRIENDLY AND FUN ATMOSPHERE. MAKE YOURSELF AT HOME, GO FOR A SURF AND ENJOY OUR OUTDOOR SPACES TO RELAX ON DURING YOUR STAY WITH US. We have several room options, including female only rooms, Coed dorm style rooms and private rooms. All rooms are ensuite with private bathrooms. The hostel has multiple lounges where guests can enjoy a variety of cozy spaces to relax or work from. The external floor plan offers lots of outdoor space to meet other travelers. The hostel has a large private outdoor deck where travelers can socialize, check out the waves and soak up the sunshine. Hosted social events happen everyday for you to connect and meet other travelers. Surfboard, wetsuit and bike rentals are available at the hostel. Wellness and yoga are close to our hearts at ITH, and so we have partnered with top rated studios for you to experience and feel great during your stay.",0,0,0,5.0,3.0,4.0,4.0,98.0,76.0,6.0,156,
Cayucos Motel,"#2,169",4.5,98,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Beach', 'Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel']",['Refrigerator'],['Non-smoking rooms'],,,"Looking for a place to stay in Cayucos? Then look no further than Cayucos Motel, a family-friendly motel that brings the best of Cayucos to your doorstep.Rooms at Cayucos Hotel provide a refrigerator, and guests can stay connected with free wifi.You can also enjoy free breakfast while staying at Cayucos Hotel. Need a place to park? Free parking is available at Cayucos Hotel.Travelers looking to enjoy some shrimp can head to Bill & Carol's Sea Shanty, Ruddell's Smokehouse, or Cafe Della Via. Otherwise, you may want to check out a cafe such as Top Dog Coffee Bar, Luna Coffee Bar, or Cayucos Coffee.If you’re looking for things to do, you can check out Cayucos Pier (0.4 mi) or Estero Bluffs State Park (0.7 mi), which are popular attractions amongst tourists, and they are all within walking distance.We’re sure you’ll enjoy your stay at Cayucos Motel as you experience everything Cayucos has to offer.",0,0,0,5.0,4.5,4.5,4.5,81.0,17.0,11.0,64,
Big Bear Cool Cabins,"#2,170",3.5,430,"['Free parking', 'Free High Speed Internet (WiFi)', 'Bicycle rental', 'Boating', 'Kids stay free', 'Car hire', 'BBQ facilities', 'Outdoor furniture', 'Street parking', 'Wifi', 'Bowling', 'Canoeing', 'Game room', 'Hiking', 'Horseback riding', 'Ski rentals', 'Ski school', 'Skiing', 'Water sport equipment rentals', 'Aerobics offsite', 'Billiards', 'Bowling offsite', 'Canoeing offsite', 'Darts', 'Evening entertainment', 'Fishing', 'Patio', 'Tennis court offsite', 'Water park offsite', 'Nightclub / DJ', 'Taxi service', 'Shops', 'Sun deck', 'Sun terrace', 'First aid kit', 'Express check-in / check-out', 'Private check-in / check-out', 'Clothes dryer', 'Self-serve laundry', 'Washing machine']","['Additional bathroom', 'Dining area', 'Fireplace', 'Housekeeping', 'Coffee / tea maker', 'Dishwasher', 'Cable / satellite TV', 'Bath / shower', 'Private balcony', 'Seating area', 'Separate dining area', 'Separate living room', 'Sofa', 'Wardrobe / closet', 'Clothes rack', 'Iron', 'Private bathrooms', 'Oven', 'Stovetop', 'Kitchenware', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer']","['Mountain view', 'City view', 'Landmark view']",,,"Voted #1 Vacation Rental Company in Big Bear 2017, 2018, and 2019!! Escape to beautiful Big Bear with mild summers and snowy winters! Big Bear Cool Cabins invites you to be our guest in the beautiful mountains of Southern California. With more than 350 properties, Big Bear Cool Cabins has the perfect rental for your adventure. Located just a couple of hours from Los Angeles and Orange County, and about 3 hours from San Diego or Las Vegas, Big Bear Lake, Southern California is the perfect vacation destination. This year round resort features a beautiful lake for boating and fishing, the best slopes in Southern California for skiing and snowboarding, the National Forest for hiking and biking, a Village full of shops and restaurants, and much, much more. Big Bear Cool Cabins friendly reservationists are ready to help you find the perfect accommodations for your vacation.From all of us here at Big Bear Cool Cabins, we look forward to hosting you, your family and friends very soon.",1,0,1,4.0,3.5,3.0,3.0,70.0,44.0,26.0,495,
Apples' River House Bed and Breakfast,"#2,171",5.0,56,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Non-smoking hotel']",['Air conditioning'],['Non-smoking rooms'],,,"Beautiful Location in Redding ""on"" the Sacramento River Trail. Built in 1998 we have three private rooms with full baths/balconies, lush outdoor grounds with ponds and waterfalls, fire pit, evening wine, bicycles (walk or ride to the Sundial Bridge) and breakfast. Conveniently located in a quiet west side location. Whether it's business or pleasure we have what you want. Out secret is getting out! (Wireless available)",0,0,0,5.0,5.0,5.0,5.0,,,,27,
Kamp Klamath RV Park,"#2,172",4.0,158,,,,,,,0,0,0,4.5,4.0,4.5,4.5,,,,63,
Alexandra's Plaza Suite,"#2,173",5.0,72,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Non-smoking hotel']","['Air conditioning', 'Kitchenette', 'Refrigerator']",,,,"Gaze at the stars while sipping wine in your own private garden. Indulge in a massage. Sleep with the windows open. It's all here for you at Alexandra's. We are proud to be called ""the best kept lodging secret in Sonoma."" We have two wonderful little guesthouses, located in the beautiful Historic Zone of Sonoma, walking distance to the Sonoma Plaza. One bedroom cottages, with kitchens, living rooms, gardens and private baths. Very comfy beds.",0,0,0,5.0,5.0,5.0,5.0,92.0,25.0,27.0,20,
Sequoia High Sierra Camp,"#2,174",4.5,111,"['Free parking', 'Free breakfast']",,,,,"The Sequoia High Sierra Camp offers a rare opportunity to explore the spectacular background of California's Sequoia-Kings Canyon National Parks – while enjoying the deluxe furnishings, guest amenities and friendly hospitality that are hallmarks of this secluded mountain retreat. You can experience the parks like no other hotel or lodge in the area.",0,0,0,5.0,4.5,4.0,4.5,,,,86,
Olema Cottages,"#2,175",4.5,67,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Non-smoking hotel']","['Kitchenette', 'Microwave', 'Refrigerator']",['Non-smoking rooms'],,,,0,0,0,5.0,4.5,4.5,4.5,,,,174,
Bella Vino B & B,"#2,176",5.0,37,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Non-smoking hotel']",['Air conditioning'],['Non-smoking rooms'],,,"See why so many travelers make Bella Vino B & B their bed and breakfast of choice when visiting Lodi. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travelers like you.Rooms at Bella Vino B & B provide air conditioning, and guests can stay connected with free wifi.Need a place to park? Free parking is available at Bella Vino B & B.Lodi has plenty of cafes. So when you’re here, be sure to check out popular spots like Avenue Grill, Tillie's Coffee Tea Etc, and Hollywood Cafe, which are serving up some great dishes.During your visit, be sure to check out popular attractions like World of Wonders Science Museum (0.5 mi) and Hill House Bed & Breakfast and Museum (0.5 mi), which are all within walking distance of the bed and breakfast.At Bella Vino B & B, your comfort and satisfaction come first, and they look forward to welcoming you to Lodi.",0,0,0,4.5,5.0,4.5,5.0,68.0,71.0,14.0,39,
Furnace Creek Campground,"#2,177",4.0,111,,,,,,,0,0,0,4.5,4.0,4.5,4.0,50.0,4.0,14.0,59,
Wawona Campground,"#2,178",4.0,103,"['Free parking', 'Pets Allowed ( Dog / Pet Friendly )']",,,,,,0,0,0,4.0,4.0,4.5,4.0,,,,50,
Crystal Cove State Park,"#2,179",4.5,51,,,,,,,0,0,0,5.0,4.0,4.0,4.5,93.0,28.0,5.0,63,
Vineyard Lodging,"#2,180",5.0,40,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Non-smoking hotel', 'Meeting rooms']","['Air conditioning', 'Kitchenette', 'Microwave', 'Refrigerator']","['Non-smoking rooms', 'Suites']",,,"Founded in 1986 by Al deLorimier the winery and vineyard were well thought out and beautifully planted and developed into the Estate is today. Focusing on blending our production facility is set up for the blending and aging of many small lots. With our focus on single vineyard designate Cabernets, winemakers Diane Wilson and Antoine Favero are combining their talents and are already producing award winning artisan wines. With a fabulous line up of ten Cabernet Sauvignons as well as Chardonnay, Sauv Blanc, Malbec, and their signature Meritage, deLorimier is the winery to visit when in Sonoma County. A quintessential destination winery for those special occasions and events. The extensive vineyard grounds and Cabana Courtyard have been designed to handle dream weddings and corporate events. With its commercial kitchen, three-bedroom guest house, and two private suites, deLorimier is the perfect spot for your dream-come-true party or event in wine country.",0,0,0,5.0,5.0,5.0,5.0,,,,42,
Paradise by the Sea Beach RV Resort,"#2,181",4.0,126,"['Free High Speed Internet (WiFi)', 'Pool', 'Beach', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Concierge', 'Non-smoking hotel', 'Laundry service', 'Wifi', 'Hot tub', 'Outdoor pool', 'Self-serve laundry']",,,,,"Southern California’s ONLY Beach RV Resort! Enjoy the coastal towns of Oceanside & Carlsbad Snowbird-friendly destination Best Beach Access in Southern California Ideal Proximity to LEGOLAND California, San Diego Zoo & Safari Park, & Sea World San Diego 50 Amp Pull-Thru RV Sites Resort-Style Pool & Hot Tub Pleasant Year-Round Climate Free HD Cable TV & Wi-Fi Paradise by the Sea RV Resort has been family-owned and operated for over 35 years! We invite you to make Paradise your “Vacation Destination.” Other than 90 full hook up RV sites near the beach, we also have a big 2016 bunkhouse trailer for rent that has 5 beds!",1,0,0,4.5,4.5,3.5,4.5,56.0,41.0,10.0,91,
Swiss Chalet Bed and Breakfast Inn,"#2,182",5.0,54,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Non-smoking hotel']",,,,,"Your Eastern Sierra intimate getaway, enjoy fly fishing, hiking, biking, climbing or your favorite music festival. Your hosts will provide you with all the local knowledge to insure a fantastic and memorable High Sierra vacation.",0,0,0,5.0,5.0,4.5,5.0,,,,39,
Cardinal Ridge,#1,,,,,,,,,0,0,0,,,,,,,,0,267
Mid-Week Specials!,#2,,,,,,,,,0,0,0,,,,,,,,0,200
French Inspired Luxury Designer Beach Villa,#3,,,,,,,,,0,0,0,,,,,,,,0,545
The Hotel Temecula,"#2,186",5.0,37,"['Free High Speed Internet (WiFi)', 'Wifi', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Non-smoking hotel', 'Shared lounge / TV area']",,,,,"Straight out of the Old West, the historic Hotel Temecula is comprised of approximately one acre right in the heart of Old Town. The upstairs hallway leads to 4 bedrooms filled with original antiques and a separate ladies and gentlemen's restroom. The Hotel Temecula is truly a step back in time.",0,0,0,5.0,5.0,5.0,5.0,96.0,34.0,34.0,41,
"Snowcreek Resort, #934 Links Way",#5,,,,,,,,,0,0,0,,,,,,,,0,330
Indian Palms Intervals,"#2,188",4.0,96,,,,3.0,,,0,0,0,4.0,4.5,4.0,4.5,,,,26,
'Breaking Waves'On Bluff! 5 min walk to beach.VIEWS!,#7,,,,,,,,,0,0,0,,,,,,,,0,849
Romantic-Pet Friendly-Craftsman Cottage-Spa and private yard!,#8,,,,,,,,,0,0,0,,,,,,,,0,388
Shadow Mountain Resort and Club,"#2,191",4.0,154,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Golf course', 'Children Activities (Kid / Family Friendly)', 'Secured parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Pool with view', 'Outdoor pool', 'Heated pool', 'Sauna', 'Restaurant', 'Tennis court', 'Table tennis', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Massage', 'BBQ facilities', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Sun umbrellas', 'Self-serve laundry']","['Air conditioning', 'Private balcony', 'Safe', 'Seating area', 'Coffee / tea maker', 'Kitchenette', 'Flatscreen TV', 'Hair dryer', 'Sofa', 'Iron', 'Wake-up service / alarm clock', 'Microwave', 'Refrigerator']","['Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Residential Neighborhood', 'Family Resort']","Charming resort, breathtaking views, figure-eight swimming pool, home to the Desert Tennis Academy with lessons & clinics. Located in the heart of Palm Desert, California, the Resort is walking distance to the fabulous shops, restaurants and art galleries along the famed El Paseo Drive. Resort offers cafe & bar (breakfast and lunch), complimentary tennis on 16 tennis courts, pickleball, tennis pro-shop, four heated pools, five hot tubs, fitness room, massage service, saunas, poolside patio BBQ, volleyball, basketball, bicycle rentals, and more.",0,0,0,4.5,4.0,4.5,4.0,78.0,68.0,32.0,357,
Desert Breezes Resort,"#2,192",4.0,207,"['Free parking', 'Free internet', 'Pool', 'Fitness Center with Gym / Workout Room', 'Mini golf', 'Tennis court', 'Business Center with Internet Access', 'Meeting rooms', 'Paid public parking on-site', 'Parking', 'Wifi', 'Paid wifi', 'Hot tub', 'Outdoor pool', 'Heated pool', 'Spa', 'BBQ facilities', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Self-serve laundry']","['Air conditioning', 'Private balcony', 'Seating area', 'Sofa', 'Microwave', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Telephone', 'Iron', 'Wake-up service / alarm clock', 'Kitchenware', 'Hair dryer']","['Non-smoking rooms', 'Family rooms']",3.0,,"Situated at the base of the Santa Rosa Mountains you'll find 10 buildings clustered around a beautiful water feature, and surrounded by lush landscaping; Desert Breezes Resort condominiums offer exquisite luxury and comfort. Each Mediterranean-style villa has a fully equipped kitchen and cozy furnishings, and the resort includes multiple pools and spas and on-site clubhouses. It's your perfect home-away-from-home.",0,0,0,4.5,4.0,4.0,4.0,,,,383,
Shady Oaks Country Inn,"#2,193",4.5,203,"['Free parking', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Bicycle rental', 'Hiking', 'Full body massage', 'Baggage storage', 'Non-smoking hotel', 'Wifi', 'Breakfast available', 'Special diet menus', 'Wine / champagne', 'Board games / puzzles', 'Massage', 'Outdoor furniture', 'Picnic area', 'Sun terrace', 'Express check-in / check-out', 'Private check-in / check-out']","['Air conditioning', 'Housekeeping', 'Bottled water', 'Flatscreen TV']","['Bridal suite', 'Non-smoking rooms', 'Family rooms']",3.0,"['Quaint', 'Romantic']","We invite you to experience the warmth and romance of Shady Oaks Country Inn secluded on two acres nestled among some of the finest Wineries and restaurants in Napa Valley. Relax and enjoy the elegant ambiance, the wine country tranquility and our cozy amenities during your stay. Shady oaks Country Inn offers the hospitality of a bed and breakfast along with first class amenities like romantic fireplaces, flat screen satellite television free Wifi and a full champagne breakfast. Our goal at Shady oaks Country Inn is to offer you the finest combination of luxury, hospitality and history. To enhance your stay, we serve full champagne breakfasts and premium Napa wines each evening on the Roman pillared patio. Awaken to the Inn's own blend of coffee and our breakfast complete with Eggs Benedict, Belgian waffles, fresh fruit, fresh baked croissants, fresh juice and champagne. After spending your day exploring the beautiful Napa Valley vineyards, ! Book a stay with us at Shady Oaks.",0,0,0,4.5,4.5,4.5,4.5,,,,79,
Marina Riviera,"#2,194",4.0,448,"['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Pool', 'Beach', 'Bicycle rental', 'Non-smoking hotel', 'Outdoor furniture', '24-hour front desk', 'Wifi', 'Hot tub', 'Pool with view', 'Outdoor pool', 'Canoeing', 'Golf course', 'Hiking', 'Skiing', 'Fishing', 'Picnic area', 'Sun terrace']","['Bathrobes', 'Air conditioning', 'Private beach', 'Fireplace', 'Housekeeping', 'Refrigerator', 'Flatscreen TV', 'Walk-in shower', 'Private balcony', 'Wardrobe / closet']","['Mountain view', 'Pool view', 'Non-smoking rooms', 'Suites']",3.0,"['Great View', 'Family Resort']","Marina Riviera, originally built in 1969 and inspired by a Viking Lodge, features lake views from all 42 renovated guest rooms. By early 2022, the grounds will include a heated pool and hot tub, outdoor fire pits, a sauna, outdoor deck seating, as well as food and beverage options. Marina Riviera features complimentary WiFi, digital newspaper access and self parking included in amenity fee, as well as complimentary use of Priority bicycles, a complimentary shuttle to the slopes, a 24-hour front desk, texting concierge and express check-out. All 42 guestrooms feature air conditioning, minibar with curated local offerings, flat-screen TVs come with satellite channels and streaming services. Guests can also appreciate comforts like Parachute Home Bed and Bath Linens, Certified Organic MOONCLOTH X CASETTA Bath Amenities. Custom embroidered FINERY X CASETTA Bath Robes. Housekeeping is available on request.",1,0,0,4.5,4.0,4.0,4.0,83.0,33.0,19.0,228,
Convict Lake Resort,"#2,195",4.0,117,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot tub', 'Bar / lounge', 'Canoeing', 'Hiking', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Wifi', 'Restaurant', 'Snack bar', 'Horseback riding', 'Skiing', 'Fishing', 'Free airport transportation', 'Airport transportation', 'BBQ facilities', 'Convenience store', 'Gift shop', 'Non-smoking hotel', 'Shared lounge / TV area', 'Sun terrace', 'ATM on site', 'Laundry service']","['Coffee / tea maker', 'Kitchenette', 'Microwave', 'Refrigerator', 'Kitchenware', 'Bath / shower', 'Complimentary toiletries']","['Bridal suite', 'Non-smoking rooms', 'Family rooms']",3.0,['Charming'],"Convict Lake - Good for the Soul! Nestled in the aspens of Convict Canyon, below the towering peak of Mount Morrison and adjacent to a 170 acre crystal clear Lake, Convict Lake Resort provides the perfect setting for a romantic getaway, family vacation, special occasion, stop on your annual road trip or base camp for your favorite Eastern Sierra adventure. Relax in one of our cozy cabins or luxury houses. Dine in casual elegance at The Restaurant at Convict Lake. Escape in the majesty of the scenery, wildflowers and fall colors. Fish in our lakes and streams. Explore trails on foot, horseback, skis, snowshoes or snowmobile. Revel in the history and geological significance of our region.",0,0,0,4.5,4.0,4.0,4.0,,,,118,
Emerald Desert RV Resort,"#2,196",4.0,176,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Tennis court', 'Pets Allowed ( Dog / Pet Friendly )', 'Meeting rooms', 'Spa', 'Wifi', 'Hot tub', 'Outdoor pool', 'Heated pool', 'Self-serve laundry']",,,,,"Located in the geographic center of the Coachella Valley in Palm Desert, Emerald Desert features 251 RV sites, in addition to on-site villas for non-RVers. Visitors flock from around the world to this sunshine capital and playground of the stars. Relax, absorb the breathtaking views and stay awhile.",0,0,0,4.5,4.5,4.0,4.5,,,,51,
Imperial Hotel,"#2,197",4.0,122,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Bar / lounge', 'Restaurant', 'Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel']","['Air conditioning', 'Seating area', 'Iron', 'Wake-up service / alarm clock', 'Hair dryer']","['Non-smoking rooms', 'Suites']",2.0,['Great View'],"Beautifully restored historic California Gold Country hotel in the heart of Amador County wine country. This small-town bed and breakfast inn offers six handsome guest rooms and three luxurious suites, each with private bath and modern amenities. On-site gourmet restaurant and full bar featuring award-winning local wines. Close to golf courses, antique stores, fishing, skiing and more than 45 wineries.",0,0,0,4.5,4.5,4.0,4.5,,,,75,
Timber Haven Lodge,"#2,198",4.5,96,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot tub', 'Free breakfast', 'Bicycle rental', 'Table tennis', 'Children Activities (Kid / Family Friendly)', ""Kids' outdoor play equipment"", 'Wifi', 'Board games / puzzles', 'Spa', 'Full body massage', 'Massage', 'BBQ facilities', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Outdoor fireplace', 'Outdoor furniture', 'Picnic area', 'Sun terrace', 'Express check-in / check-out', 'Laundry service']","['Fireplace', 'Housekeeping', 'Room service', 'Seating area', 'Microwave', 'Refrigerator', 'Bath / shower', 'Complimentary toiletries', 'Sofa', 'Telephone', 'Wake-up service / alarm clock', 'Kitchenware', 'Hair dryer']","['Non-smoking rooms', 'Suites']",,,"Timber Haven Lodge, in Big Bear Lake, CA is a four season destination for leisure and relaxation for a romantic couple or the entire family. Lodging and vacation rental cabins, located within minutes of shopping, restaurants, theaters, ski slopes and Big Bear Lake. The finest big bear cabins and cottages away from the noise and traffic, across in the San Bernardino National Forest. Come for a fun family vacation or a romantic couples getaway. Take advantage of all that Big Bear has to offer. Stay with us and let our first class amenities, accommodations, and hospitality make you feel at home. We treat our guests as family and cater to their every need from 24 hour room service and in-room massage to free wireless internet connection and cable TV. It is no wonder why we have such high rating reviews from our guests. Enjoy the fresh mountain air and seclusion of our cabins on your next Big Bear getaway.",0,0,0,4.5,5.0,4.5,5.0,46.0,95.0,55.0,105,
Jackson Rancheria RV Park,"#2,199",4.5,70,,,,,,,0,0,0,4.5,4.5,4.5,4.5,,,,52,
Pine Mountain Inn,"#2,200",5.0,43,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Breakfast available', 'Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel']",,,,,"A 7 room Inn, the Pine Mountain Inn is located 90 minutes outside of L.A., nestled in the Los Padres National Forest. All rooms have private bath/showers, private entrances, flat screen TV with DirecTV as our satellite, dvd player, free high speed Internet,and we serve a light continental breakfast each morning. Some of the rooms have fireplaces, private deck or patio, deep soaking bath tub.The Pine Mountain Inn is your perfect affordable cozy mountain getaway. Tired of camping? Visit the Pine Mountain Inn and experience 'Glamping' Glamorized Camping. Local fantastic restaurants are within a short walking distance from the Inn.",0,0,0,5.0,5.0,5.0,5.0,,,,6,
Volcano Union Inn + Pub,"#2,201",4.5,74,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Bar / lounge', 'Restaurant', 'Non-smoking hotel']",,,,,"Welcome to the Volcano Union Inn!How The West Was Won Fun!Take the WILD RIDE to Volcano to enjoy great food, friendly faces and comfortable lodgingThe Union Inn Hotel was built in 1880 by four itinerate French Canadians for $400. It was a boarding house for hard-working miners and locals until the 1920's. It enjoyed a brief reawakening in the 1950's, and thereafter it was, by turns, vacant and empty, a private residence, and finally it was restored into a lovely destination in 2000 by the David/Burney Family.Now the Volcano Union Inn is reborn as a California Pub and Four-Room Bed and Breakfast in the picturesque village of Volcano, deep in the heart of Amador County and the California Gold Country.",0,0,0,4.5,4.5,4.5,4.5,47.0,15.0,5.0,51,
Sonoma Chalet Bed & Breakfast,"#2,202",4.5,82,"['Free parking', 'Free breakfast', 'Non-smoking hotel']","['Air conditioning', 'Fireplace', 'Private bathrooms', 'Coffee / tea maker', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']",['Non-smoking rooms'],,,"Swiss-style farmhouse and country cottages in Sonoma Valley's Wine Country. Three cottages and four rooms with fireplace or wood stove, decorated with antiques, quilts and collectibles. Situated on three acres just blocks from Sonoma's Historic Square. Continental breakfast served on the deck overlooking a 200 acre ranch or in the privacy of your own cottage.",0,0,0,4.5,4.5,4.5,4.5,58.0,24.0,12.0,68,
Harkey House Inn Bed and Breakfast,"#2,203",5.0,57,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Free breakfast', 'Boating', 'Bowling', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Street parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Swimming pool toys', 'Saltwater pool', 'Complimentary instant cofffee', ""Kids' meals"", 'Special diet menus', 'Golf course', 'Hiking', 'Billiards', 'Bowling offsite', 'Spa', 'BBQ facilities', 'Baggage storage', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Shared lounge / TV area', 'Sun deck', 'Sun umbrellas', 'First aid kit', 'Express check-in / check-out', 'Private check-in / check-out']","['Allergy-free room', 'Blackout curtains', 'Air conditioning', 'Desk', 'Dining area', 'Kitchenette', 'Cable / satellite TV', 'Walk-in shower', 'Air purifier', 'Bathrobes', 'Fireplace', 'Housekeeping', 'Seating area', 'Separate living room', 'Wardrobe / closet', 'Bottled water', 'Clothes rack', 'Iron', 'Private bathrooms', 'Tile / marble floor', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['Landmark view', 'Pool view', 'Non-smoking rooms', 'Family rooms']",,,"Award winning Harkey House Bed and Breakfast is an elegant historical 1874 Victorian inn and the original home of Sheriff William Harkey, of Sutter County. It is located near a the Sutter Buttes, Gauche Aquatic Park, Feather River, restaurants and a 10 minute walk to the downtown area. There are 3 rooms and a cottage with private entrance. Marble fireplaces and all queen beds, private baths, WIFI, private outdoor spa, high count linens, TV,CD, and plush robes. Relax on the patio or in the privacy of your room. The cottage is pet friendly. Enjoy a full gourmet breakfast prepared with fresh fruit from our local Farmer's Market. Dishes are prepared with those with special food needs and served in the French Country dining room or poolside on the patio. Special Romance packages with silk rose petals on the bed, chocolates and champagne are available for purchase. ""Voted the Best B and B"" for five years.",0,0,1,5.0,5.0,5.0,5.0,46.0,25.0,2.0,46,
